LEMMA	FREQUENCY	RANGE	UDP
לצד	43.29	6457	4,935.99
שאבא	43.79	6246	4,932.95
נשלח	43.28	6528	4,929.53
מתח	43.22	6422	4,928.65
הפתיע	42.85	6877	4,924.37
שמ	42.57	6978	4,915.51
מדע	44.74	5062	4,910.52
אנס	43.73	5759	4,903.86
נמלט	44.22	5642	4,899.09
יכולתי	42.65	6747	4,897.46
שניה	43.85	5578	4,894.50
קוד	44.53	5017	4,885.09
מרטין	46.91	2663	4,881.36
אפס	43.95	5244	4,880.76
סודי	43.31	6015	4,865.28
דבק	43.31	5914	4,863.65
הבלש	45.45	3919	4,853.35
אלן	46.42	2921	4,851.64
מערב	43.63	5345	4,849.53
בעיקר	42.29	6695	4,842.59
בריאן	47.73	1857	4,842.40
וויל	47.69	1812	4,834.90
מומחה	42.87	5777	4,834.55
פרי	44.25	4820	4,833.65
ננס	43.09	5908	4,832.14
שידור	44.37	4554	4,831.64
הגעה	42.27	6650	4,830.52
אצלך	42.22	6512	4,818.32
חתול	44.50	4419	4,816.60
מטומטם	42.99	5559	4,816.37
לבין	42.19	6623	4,814.28
מוכרח	44.22	4872	4,811.73
ציפור	43.95	4858	4,808.52
סיור	43.62	5040	4,800.28
תובע	44.91	3604	4,794.09
מובן	42.14	6387	4,789.31
תיכנס	42.68	5752	4,785.50
חבילה	43.19	5214	4,776.55
שוחח	42.66	5597	4,769.17
בריאות	42.67	5505	4,767.76
סך	42.27	5978	4,767.04
בתיק	42.74	5497	4,763.59
החוף	43.39	4870	4,762.91
הטיל	42.75	5451	4,761.30
תואר	42.21	5711	4,760.71
עונש	42.45	5668	4,745.09
מציאות	42.36	5565	4,743.27
הגע	41.33	6751	4,737.16
שתעשה	41.36	6763	4,736.27
קלייר	46.90	1648	4,722.31
כפול	41.67	6172	4,720.52
וולטר	46.79	1488	4,717.94
אבד	41.56	6343	4,717.81
השתגע	41.44	6306	4,714.98
ההרוג	42.32	5769	4,707.62
הבא	41.18	6731	4,707.21
עסקי	41.83	5759	4,703.65
אצלי	41.38	6297	4,702.92
התחנן	41.62	6142	4,697.30
שקל	41.20	6444	4,696.64
נפתח	41.35	6293	4,695.73
היתן	41.20	6373	4,683.74
דרגה	41.67	5672	4,679.39
חיובי	41.50	6099	4,677.13
החך	40.89	6495	4,675.52
רומן	43.19	4261	4,674.85
יף	40.98	6206	4,668.23
שאמרתי	40.72	6689	4,667.45
חוש	41.32	6073	4,660.70
ניסוי	43.55	4004	4,659.78
הקרב	42.87	4647	4,656.39
מזג	41.74	5401	4,656.36
להקה	43.74	3719	4,655.75
וי	42.57	4570	4,649.07
הצלה	41.70	5900	4,648.32
הגיב	41.09	6136	4,647.86
פספס	40.98	6401	4,647.15
לשום	40.65	6728	4,646.90
הב	41.81	5350	4,636.47
הרשים	40.73	6426	4,632.34
מקצועי	40.94	5987	4,626.93
פגיעה	41.48	5618	4,625.09
יקיר	41.91	5005	4,622.79
תזדיין	42.59	4015	4,618.81
סירב	40.70	6178	4,610.00
הרכבה	42.77	3917	4,602.63
כועס	40.80	6145	4,595.76
נטש	41.13	5883	4,590.78
פוני	40.93	5689	4,585.39
ארגון	41.89	4673	4,585.12
הלבן	42.13	4327	4,583.29
השינה	40.89	5854	4,580.96
פושע	41.39	5131	4,580.71
מושב	40.98	5529	4,580.29
יתרון	40.98	5724	4,577.03
פוצץ	41.14	5396	4,568.38
קבוע	40.24	6210	4,565.91
משמרת	41.41	5305	4,560.48
נח	40.65	5942	4,558.95
נכשל	40.75	5800	4,551.13
חצר	41.27	5185	4,549.54
סוכנות	42.22	4044	4,539.57
אמנות	42.01	4152	4,539.19
שנית	40.01	6231	4,537.85
אשתך	40.79	5435	4,529.83
אד	43.11	3021	4,517.72
הבחין	39.96	6114	4,517.36
זיהוי	41.17	5033	4,512.97
תרגום	41.54	5003	4,512.73
שרה	43.69	2491	4,508.85
פעילות	40.10	5752	4,495.00
אמה	43.04	2960	4,487.33
הצגה	40.13	5273	4,470.07
אנה	43.95	1859	4,467.80
גבינה	41.12	4624	4,465.10
נע	39.50	5885	4,462.18
פנימי	39.85	5759	4,461.27
צוין	40.68	4709	4,451.63
חוקר	40.39	5081	4,451.29
אלפי	39.94	5353	4,447.24
דייט	41.58	4207	4,446.84
התברר	39.53	5950	4,436.23
נמנע	39.22	6169	4,434.90
אנדי	43.66	1924	4,432.39
אליס	43.47	1911	4,432.26
כושר	40.09	5159	4,431.82
המציא	39.27	5943	4,430.54
טד	43.73	1826	4,429.22
אומה	40.13	5018	4,422.82
חולצה	40.07	5268	4,419.57
יצור	40.87	4558	4,416.42
אמרה	38.86	6319	4,413.93
צפייה	39.25	6763	4,405.73
מזוין	41.68	3029	4,399.03
הדליק	39.28	5733	4,397.97
מסכן	39.13	5867	4,397.59
ההולדה	40.78	4228	4,397.34
דיוויד	42.70	2417	4,394.88
הנח	39.26	5863	4,393.97
הסיר	39.23	5781	4,389.01
נתון	40.35	4616	4,384.88
ארגן	38.83	5917	4,378.93
צער	38.76	6092	4,373.83
רובה	40.12	4624	4,372.59
ציד	39.91	4916	4,367.84
ציין	38.62	5942	4,353.47
אושר	39.21	5238	4,352.52
קלי	42.11	2624	4,347.91
השתחרר	38.90	5645	4,342.57
מקסים	38.88	5495	4,341.07
לבסוף	38.63	5722	4,340.81
קלף	39.95	4397	4,338.45
המפתחות	39.61	4756	4,333.38
אישר	38.57	5723	4,331.22
טומי	42.51	1800	4,324.91
קולונל	42.72	1661	4,320.86
נאלץ	38.18	6065	4,313.37
אגרוף	39.70	4400	4,313.09
מדרגה	38.86	5223	4,309.38
נא	39.31	4688	4,305.30
למדי	38.70	5442	4,298.57
יצירה	38.85	4975	4,287.70
סדרה	39.04	5100	4,284.74
אשים	37.91	6242	4,284.26
התפלל	39.02	4763	4,283.89
לשון	38.48	5445	4,282.18
יתכן	39.71	4313	4,277.97
יקירי	39.44	4172	4,277.32
שוד	40.11	3706	4,277.29
העיר	38.06	5807	4,274.52
משהה	37.60	6362	4,271.63
השתלט	38.35	5606	4,271.35
צייר	39.34	4405	4,269.48
צרפתי	39.70	3742	4,260.24
קילומטר	39.04	4670	4,256.68
חיל	39.03	4454	4,252.67
ניק	40.81	2864	4,249.21
תל	38.73	4789	4,241.61
חברתי	38.05	5478	4,240.22
קור	37.99	5564	4,236.58
חתון	38.48	5001	4,235.71
הזין	39.16	4056	4,233.25
נאמן	38.05	5345	4,230.77
איימי	42.03	1569	4,222.06
ריאן	41.99	1479	4,219.43
טבעת	38.88	4449	4,216.38
כמות	37.64	5670	4,216.11
המיל	37.70	5625	4,215.57
מחסן	39.22	4236	4,215.51
הנחה	37.55	5770	4,211.62
הטבעת	39.59	3588	4,203.54
באתי	37.39	6006	4,200.15
התקפה	38.81	4304	4,196.94
תחילה	37.32	5584	4,188.75
חסך	37.22	5926	4,188.42
ירי	38.28	4691	4,181.61
עשיתי	37.10	6023	4,179.69
הוצאה	37.55	5279	4,176.74
השבט	41.71	1294	4,175.93
תנהג	37.06	5917	4,172.07
סמים	38.33	4457	4,169.12
מרתף	38.70	4379	4,167.28
שבעת	37.56	5439	4,160.22
בקרב	37.65	5089	4,148.83
פרש	37.49	5033	4,145.82
תמיכה	37.48	5169	4,141.07
תיזהר	37.24	5248	4,137.89
דופק	37.49	5028	4,134.06
תחזר	37.03	5561	4,121.42
הכנה	36.81	5802	4,120.77
גזר	37.25	5251	4,118.70
נתקל	36.66	5875	4,118.32
נשם	37.09	5242	4,108.36
סיכן	36.72	5855	4,106.30
צרה	36.40	5777	4,096.54
תיחזור	36.65	5617	4,096.46
שוכב	36.71	5573	4,091.82
מוחלט	36.32	5703	4,087.23
תסלח	36.87	5329	4,085.11
קץ	36.12	5961	4,082.99
רוק	37.97	4006	4,081.12
ירק	38.02	3884	4,076.43
העיד	37.48	4325	4,065.07
נורמאלי	36.78	5207	4,062.21
שאמרה	35.99	6119	4,060.76
הקלטה	37.91	3695	4,050.15
נקמה	37.16	4869	4,047.56
סכום	36.61	4885	4,045.37
מורד	37.07	4616	4,045.23
השתין	36.80	4869	4,039.81
יחידי	36.75	5023	4,033.52
ותיק	36.18	5394	4,029.97
ארוח	36.00	5681	4,029.46
קונה	37.12	4442	4,028.65
מגדל	37.44	4011	4,028.23
מאמץ	35.93	5551	4,028.06
קילוגרם	36.96	4484	4,024.27
תמצא	35.95	5782	4,021.68
מקורי	36.29	5252	4,018.19
שיתף	36.07	5546	4,017.82
ציבורי	36.23	5108	4,016.74
דייב	39.44	1848	4,015.23
עדין	37.03	4342	4,014.43
מותר	35.97	5443	4,012.66
פריז	38.23	2871	4,010.25
התפוצץ	36.33	5077	4,009.04
דיבור	35.82	5491	4,003.52
ריח	36.34	5237	4,002.66
הביע	35.78	5665	4,002.29
נאום	36.91	4197	4,001.42
לורד	39.56	1622	3,997.82
שמעתי	35.50	5963	3,986.01
מעקב	36.71	4632	3,985.85
תחשב	35.68	5710	3,982.88
שהרג	36.30	5222	3,981.61
חמישי	36.31	4663	3,980.28
קרטר	39.58	1403	3,975.67
ז	37.77	3128	3,973.69
זול	35.74	5286	3,970.94
צופה	35.79	5232	3,963.84
מפעל	37.11	3660	3,959.96
טירוף	35.75	5356	3,959.33
הרחיק	35.52	5620	3,958.89
שתה	35.57	5361	3,955.43
בילי	38.56	2094	3,953.30
האנק	39.60	1187	3,948.52
הודאג	35.38	5594	3,946.85
אשה	35.48	5414	3,945.99
הקרא	35.15	5501	3,945.17
רעל	36.80	3949	3,938.42
אלימות	36.00	4791	3,937.18
דווקא	35.44	5320	3,935.93
טכנולוגיה	36.98	3832	3,935.03
האשמה	35.60	5051	3,933.89
הכר	35.29	5532	3,931.52
איף	35.13	5630	3,927.03
רביעי	35.72	4753	3,923.77
כשזה	34.95	5895	3,923.15
לוס	36.76	3576	3,921.22
הוכחה	35.57	5034	3,919.85
מגע	35.52	5127	3,917.97
החלט	34.92	5727	3,908.11
תאריך	35.59	4793	3,906.79
ברכה	35.46	5048	3,905.36
מצוות	36.71	4271	3,904.02
טעים	35.41	5214	3,901.51
שריף	37.91	2507	3,899.85
הערכה	35.37	4969	3,897.77
המזוין	37.04	2796	3,897.58
פתרון	35.35	5016	3,895.29
גופה	35.64	4861	3,892.18
שקרן	35.25	4995	3,888.89
הסוס	36.85	3276	3,888.27
אווה	37.24	2851	3,887.49
שרצה	34.55	5850	3,885.08
מזדיין	36.78	3016	3,884.95
בשבילו	34.67	5612	3,883.27
תמורה	35.06	5384	3,880.39
שיט	36.82	3107	3,878.64
בריטי	36.71	3089	3,867.51
אממ	36.62	3370	3,861.84
אמך	35.81	4361	3,855.85
שארית	34.63	5538	3,852.37
נוסע	35.31	4579	3,852.21
התקף	35.44	4378	3,848.50
מפקח	37.17	2435	3,848.37
מצד	34.53	5324	3,845.96
שבי	34.71	5234	3,845.48
חילק	34.32	5770	3,840.90
בירר	34.53	5409	3,831.04
אכזרי	34.53	5331	3,829.09
אמצעי	34.55	5257	3,827.91
נכס	35.27	4455	3,827.06
קרח	35.29	4307	3,817.53
מנוחה	34.51	5245	3,817.45
פרויקט	35.78	3805	3,816.54
רחמים	34.80	4876	3,814.58
הסבר	34.54	5213	3,811.79
כיסוי	34.76	4815	3,805.51
שיכור	34.60	4780	3,801.90
מרכזי	34.58	4764	3,799.37
סנטה	36.80	2395	3,799.36
אליסון	37.78	1548	3,797.28
מעגל	35.16	4272	3,789.43
פלילי	34.72	4508	3,780.69
הרגיע	33.97	5371	3,769.22
מגן	34.92	4295	3,767.39
קהילה	34.64	4280	3,760.26
עזרתך	34.13	5454	3,759.87
נמשיך	33.74	5502	3,758.18
אוה	37.63	1096	3,755.98
בתא	34.21	4885	3,753.15
קני	35.98	2910	3,750.96
פלא	33.78	5323	3,747.69
עוגה	34.97	4072	3,747.17
השעון	34.65	4146	3,740.49
לחם	34.35	4502	3,738.43
מסובך	33.76	5264	3,735.52
מבנה	34.24	4604	3,734.42
התגבר	33.81	5293	3,733.54
גרון	34.24	4640	3,732.81
נמל	34.82	3898	3,731.70
תחתית	34.08	4708	3,729.11
הסדר	33.78	4866	3,720.20
הדהים	33.55	5242	3,720.06
הצלם	34.44	4156	3,719.92
נגן	34.53	3959	3,717.20
אקבל	33.31	5531	3,715.48
שראה	33.35	5525	3,711.18
לילי	36.47	2086	3,710.19
בוגר	33.70	4999	3,708.44
מגוחך	33.39	5301	3,707.96
לניק	36.63	1707	3,701.19
למשל	33.42	5057	3,700.41
שתלך	33.18	5508	3,695.38
נבחר	34.02	4383	3,693.92
גלגל	33.88	4520	3,690.75
שלילי	33.81	4615	3,685.39
אחריך	33.27	5260	3,683.42
מראש	33.13	5218	3,681.67
הובן	33.44	5096	3,681.60
היכנס	33.48	4849	3,676.44
חכי	34.12	4099	3,665.97
הבן	32.91	5345	3,665.92
הטורף	33.28	5002	3,656.89
שהיה	32.77	5608	3,654.05
מביך	33.17	5083	3,653.84
נשום	33.30	4780	3,652.88
רגיש	32.99	5216	3,647.45
בשל	32.98	4958	3,636.73
ועדה	34.28	3270	3,635.64
שולח	32.72	5265	3,633.53
גורם	33.02	4872	3,631.77
ואבא	33.14	4819	3,629.11
דור	33.33	4398	3,625.50
מסדרון	33.23	4805	3,624.85
תבין	32.76	5130	3,623.04
אירי	33.34	4463	3,620.60
סטיבן	35.37	2184	3,616.32
קיי	35.28	2015	3,614.72
העברה	33.10	4620	3,611.06
ארצה	32.94	4903	3,608.88
מאבק	33.05	4584	3,603.54
אבוד	33.00	4787	3,603.45
תעודה	33.20	4369	3,602.22
בוב	34.03	3383	3,601.86
הקשב	32.97	4539	3,596.89
צרפת	34.33	2661	3,587.55
ציר	33.23	4139	3,586.18
כללי	32.79	4445	3,583.55
סיטי	34.21	2870	3,579.43
תועלת	32.58	5015	3,578.77
היווה	32.59	4852	3,576.74
ליסה	35.48	1659	3,570.24
עזור	33.05	4308	3,568.31
טייס	34.25	2757	3,567.26
הון	32.78	4280	3,566.50
ייצג	32.61	4461	3,564.84
שנתי	32.13	5186	3,558.97
השגיח	32.55	4878	3,555.16
עבה	32.33	4997	3,553.50
ריקוד	33.09	3874	3,552.15
בחי	32.46	4675	3,548.81
חולה	32.69	4392	3,548.24
שיכולתי	31.97	5409	3,544.77
פתיחה	32.44	4548	3,544.29
אנגלית	32.54	4423	3,540.87
שתגיד	31.90	5254	3,539.26
שתרצה	31.90	5322	3,535.48
שנ	31.84	5280	3,534.87
אמבולנס	33.05	3842	3,531.07
איזור	33.05	3788	3,524.63
אמילי	34.91	1610	3,522.47
חפץ	32.79	4064	3,515.95
רושם	31.86	4890	3,511.74
משאית	32.84	3831	3,511.50
חזור	32.24	4426	3,509.86
התח	32.02	4588	3,509.20
מלח	32.65	3961	3,501.06
נשף	33.44	2912	3,500.36
מבקר	32.30	4300	3,498.89
צמח	32.98	3512	3,497.26
השלים	31.73	5109	3,496.46
נועד	31.88	4929	3,493.99
יתר	31.67	5076	3,493.97
ויליאם	33.70	2476	3,493.12
שהיית	31.56	5258	3,492.95
המזדיין	33.48	2625	3,491.72
ביתי	31.83	4807	3,491.24
רודף	31.86	4876	3,490.40
סנאט	32.77	3449	3,489.76
רפואה	32.72	3773	3,487.86
לעבר	31.87	4641	3,486.56
איבוד	31.86	4782	3,484.90
לירה	32.14	4255	3,483.41
מרגישה	31.79	4981	3,479.30
נסגר	31.89	4703	3,476.39
מדויק	31.62	4914	3,475.23
צפוי	31.48	5032	3,474.49
שנשאר	31.44	5293	3,473.45
שבט	34.16	1843	3,469.62
טוני	33.95	1978	3,465.69
שלישית	31.57	4770	3,464.77
הסתלק	31.83	4473	3,464.38
חה	33.35	2610	3,459.85
פורסם	31.47	4644	3,459.54
עוש	31.34	5069	3,456.70
פצצה	32.47	3573	3,456.59
שחזר	31.48	5111	3,454.03
מכון	32.27	3811	3,452.22
נזכר	31.53	4920	3,451.82
סקסי	32.07	4102	3,448.28
מאת	31.59	4521	3,447.90
חסל	31.92	4388	3,444.25
מכללה	32.39	3468	3,437.63
מודע	31.33	4736	3,436.42
ספירה	32.03	3931	3,435.65
הסוד	31.58	4586	3,426.15
עתיק	31.86	4139	3,424.26
אוסף	31.14	4941	3,423.75
רומנטי	31.67	4352	3,422.74
הליכה	31.33	4642	3,415.87
עיקרון	31.10	4648	3,415.26
וק	33.41	2107	3,412.91
לאבא	31.19	4774	3,410.22
דחף	31.05	4696	3,403.06
ודאות	31.08	4835	3,402.34
חוט	31.42	4370	3,398.63
שאב	31.16	4733	3,398.41
התאהב	31.19	4350	3,395.21
נשבר	30.90	4845	3,394.71
הורס	30.81	5034	3,391.66
מכוער	31.09	4527	3,389.09
הולד	32.01	3381	3,382.02
לכבוד	30.89	4711	3,380.50
ערובה	32.55	2753	3,380.07
שלושים	31.32	3951	3,378.21
אנגליה	32.31	2701	3,378.13
התחרה	31.46	3831	3,377.10
הקים	30.76	4793	3,376.73
זורק	30.74	4819	3,375.03
נדרש	30.83	4829	3,374.24
אתי	32.32	2761	3,373.94
ניצל	30.70	4991	3,372.01
שהה	30.71	4813	3,370.39
יקח	31.01	4487	3,368.01
שאלך	30.71	5059	3,366.99
ישיר	30.66	4724	3,364.48
אלוף	32.06	2769	3,360.71
ארתור	33.39	1399	3,359.42
ברכב	31.24	4075	3,357.08
עסוק	30.49	5012	3,355.48
מכדי	30.56	4928	3,355.07
מטבע	31.57	3492	3,352.01
בוגד	31.14	4102	3,348.37
הימור	31.67	3251	3,348.25
כישרון	30.70	4395	3,347.50
שדרה	31.13	3953	3,344.49
סערה	31.35	3674	3,343.50
תאהב	30.39	4862	3,338.54
הדאג	30.14	4997	3,333.73
לורה	33.19	1392	3,332.60
אמון	30.67	4367	3,327.31
דיון	30.81	3965	3,325.29
טון	30.92	3978	3,324.78
בל	31.76	2877	3,324.71
דוק	32.33	2375	3,324.39
בטוחה	30.34	5042	3,323.31
תוריד	30.63	4228	3,313.76
פרופיל	30.98	3912	3,312.51
מקלחת	30.80	4192	3,312.35
סירה	31.32	3332	3,311.24
חלף	30.30	4600	3,307.69
הטפל	30.10	4874	3,305.19
החולצה	30.70	4144	3,301.59
מרק	31.15	3525	3,300.89
גאון	30.32	4384	3,299.94
התאבדות	30.95	3722	3,299.46
משמר	31.08	3484	3,293.74
תינוקה	30.81	3960	3,293.20
תעזב	30.38	4409	3,291.08
מפגש	30.47	4245	3,291.06
הגוחך	29.90	4915	3,289.72
התאמן	30.42	4249	3,289.34
מגעיל	30.15	4600	3,288.34
הזז	30.11	4627	3,286.76
עיתונאי	30.98	3162	3,285.80
חמישים	30.47	3940	3,285.56
זרוע	30.31	4276	3,283.74
נדיר	30.03	4637	3,282.95
תפסת	30.25	4364	3,282.60
לראשונה	29.80	4876	3,282.01
האכיל	30.17	4537	3,279.28
התבייש	30.04	4487	3,276.32
הפצצה	31.80	2308	3,275.51
רומא	32.25	1607	3,264.91
סטודנט	30.67	3386	3,262.07
זעם	30.27	4178	3,260.03
קשור	29.71	4896	3,259.12
פצע	30.25	4275	3,258.15
ארור	30.09	4143	3,255.21
קינג	31.25	2626	3,254.90
השמיד	30.56	3852	3,245.58
ערוץ	30.36	3864	3,244.95
יהלום	31.32	2443	3,242.75
אזעקה	30.66	3493	3,241.28
שעשיתי	29.49	4989	3,238.33
אוון	32.54	1034	3,238.19
גידול	30.99	2925	3,231.08
צלצל	30.06	3738	3,228.72
אדאג	29.45	4809	3,227.73
נוצר	29.86	4254	3,227.55
אנני	32.29	1213	3,226.69
טיפה	29.69	4426	3,224.21
מסך	29.73	4180	3,219.43
עוצמה	29.78	4208	3,217.26
תרצ	29.51	4738	3,214.97
התעקש	29.25	4771	3,214.55
סיעה	29.38	4639	3,213.85
מיץ	30.59	3111	3,210.22
קארל	31.75	1650	3,208.60
כיסה	29.22	4811	3,200.05
גרייס	31.81	1458	3,198.13
לעצמך	28.96	4977	3,194.04
משה	29.84	3727	3,191.57
בום	30.15	3324	3,189.86
נוף	29.44	4131	3,179.57
מהנה	29.31	5293	3,179.08
שעון	29.53	3880	3,169.40
מלכודת	29.68	3996	3,169.14
מוצר	29.88	3376	3,166.46
פרד	31.00	1892	3,164.01
נלקח	29.10	4512	3,163.83
סוזן	31.32	1551	3,163.31
תעשה	28.89	4639	3,161.78
גובה	29.30	4025	3,157.74
סחר	29.65	3603	3,154.06
מחזור	29.66	3611	3,151.58
נשיקה	29.31	3881	3,151.22
משקר	29.00	4476	3,149.34
מישל	31.28	1498	3,148.86
פיתח	28.89	4555	3,148.17
תחתון	29.31	3982	3,144.83
ורבותיי	29.26	3670	3,144.79
עונג	28.87	4417	3,143.86
נחת	29.34	3791	3,142.78
אגדה	29.50	3625	3,141.74
התחבא	29.05	4347	3,138.82
הארור	28.98	4250	3,138.08
יקירתי	29.32	3609	3,132.25
רובין	31.16	1419	3,127.98
הצבעה	30.20	2415	3,126.35
משלי	28.58	4749	3,123.66
השקיע	28.68	4285	3,123.13
אגיע	28.58	4710	3,121.43
פיקוד	29.60	3275	3,121.32
תרבות	29.18	3688	3,118.57
מקצוע	28.61	4274	3,117.93
ראיון	29.47	3123	3,114.73
גרג	31.02	1431	3,113.61
חובה	28.88	4065	3,113.26
וכעת	29.05	4011	3,110.64
שים	28.44	4427	3,108.21
אמיץ	28.74	4298	3,107.15
הבטח	28.51	4575	3,103.55
אשאר	28.40	4717	3,102.22
נפץ	29.55	3100	3,102.03
משא	28.99	3741	3,098.16
בחן	28.46	4448	3,097.70
סטן	31.01	1232	3,095.59
ברכותיי	28.72	4110	3,094.76
הולדה	29.35	3187	3,093.48
ראשית	28.35	4416	3,088.30
לוסי	30.80	1329	3,087.42
וא	29.13	3268	3,086.55
פוטר	28.93	3621	3,085.00
רעש	28.49	4275	3,084.92
תיר	28.92	3715	3,082.49
צל	29.01	3606	3,080.10
דניס	30.50	1527	3,073.38
און	28.56	3985	3,073.09
לרוס	30.61	1426	3,070.97
ישירות	28.15	4550	3,070.87
שבעה	28.45	4023	3,068.41
נסיבה	28.20	4425	3,065.85
שתרץ	27.98	4762	3,064.25
הסירה	29.40	2745	3,063.21
חנה	28.82	3531	3,062.72
פוליטי	28.81	3254	3,061.50
ניל	30.68	1109	3,059.50
אמרתי	27.87	4682	3,057.35
עריכה	28.15	4480	3,056.32
צוחקה	28.23	4469	3,056.03
צינור	28.76	3589	3,055.06
מולי	29.55	2446	3,054.67
ראיין	29.60	2271	3,053.30
אפריקה	29.53	2439	3,053.24
מועמד	29.02	3046	3,052.89
תבע	28.47	3647	3,048.67
חצות	28.30	4073	3,048.60
שוחרר	28.08	4408	3,046.11
הבט	28.56	3595	3,043.93
המטען	28.62	3559	3,041.66
תרם	28.20	4050	3,041.61
מניע	28.41	3804	3,041.46
פרסם	28.32	3763	3,040.94
תביאי	28.20	4238	3,040.15
נתפס	27.92	4525	3,039.96
שי	28.32	3843	3,039.11
ורה	28.39	3646	3,033.90
הסתבך	27.84	4437	3,031.05
הבטן	28.16	4082	3,029.28
נסיך	28.95	2962	3,028.64
גסס	28.44	3822	3,028.39
ואן	29.32	2394	3,023.37
פיצה	28.77	3328	3,022.24
הישאר	28.35	3757	3,021.69
שירת	27.93	4219	3,021.40
גרר	27.76	4484	3,020.26
אלכוהול	28.22	3909	3,018.37
רעות	27.77	4528	3,017.23
מריה	29.61	1854	3,015.74
באינטרנט	28.15	3897	3,014.54
הקל	27.62	4595	3,014.28
הועיל	27.68	4558	3,013.64
אלוק	30.10	1336	3,013.24
טיילר	29.91	1539	3,012.87
בארי	30.08	1091	3,006.30
ס	28.40	3421	3,005.74
בזהירה	27.72	4245	3,003.94
תפסיקו	28.15	3759	3,003.63
אלפים	28.07	3614	3,000.98
צייד	28.86	2818	3,000.16
שחרור	28.00	3751	2,999.25
נייט	30.01	1186	2,998.56
עודד	27.60	4378	2,992.73
למר	27.69	3987	2,990.26
באס	28.00	3900	2,987.28
נטל	27.94	3857	2,982.24
השמיע	27.97	3689	2,978.00
שפשוט	27.28	4596	2,972.33
זרע	28.38	2890	2,969.82
אירופה	28.01	3246	2,968.81
וידאו	27.88	3635	2,968.11
ימני	27.76	3620	2,966.68
עשן	27.51	3940	2,966.06
חנק	27.66	3883	2,965.24
שתק	27.22	4313	2,961.37
כובע	27.81	3584	2,958.82
כואב	27.31	4390	2,957.25
פטריק	29.29	1551	2,955.43
צליל	27.61	3841	2,954.45
מו	27.81	3402	2,954.12
הקיא	27.37	3970	2,938.28
שוקולד	27.74	3499	2,936.79
ידיעה	27.02	4398	2,935.44
משפטי	27.50	3555	2,935.12
בכיר	27.58	3444	2,934.48
זומן	27.27	3939	2,934.45
פצוע	27.57	3681	2,933.75
יקום	28.04	3003	2,933.16
יא	27.44	3568	2,932.87
כנגד	27.39	3736	2,928.68
תהיתי	26.88	4544	2,927.93
חוויה	27.25	3860	2,927.80
מל	27.76	3217	2,927.49
סמכות	27.30	3795	2,926.58
אוקיינוס	28.08	2744	2,923.99
יחס	26.94	4222	2,922.91
יעד	27.44	3544	2,922.50
להו	27.12	4088	2,921.33
התלבש	26.91	4260	2,919.26
טיילור	28.74	1742	2,917.97
נבדק	26.98	4300	2,917.92
סבלנות	26.92	4247	2,914.21
התמקד	26.93	4255	2,913.70
המצלמה	27.51	3260	2,910.23
וו	28.19	2303	2,905.62
חורף	27.46	3280	2,901.26
הזיק	26.80	4462	2,900.65
שנלך	26.76	4496	2,899.92
כומר	28.06	2411	2,896.24
התגעגיע	27.03	3916	2,896.11
קרבה	26.82	4342	2,893.69
עלייה	26.94	3884	2,893.10
הייק	28.03	2381	2,892.69
דגל	27.53	2845	2,889.91
תוקף	26.77	4111	2,885.80
קטלני	26.89	3996	2,885.13
ציון	27.24	3437	2,884.82
הברך	26.72	3886	2,883.32
מוקד	27.11	3594	2,877.46
מלאך	27.42	3040	2,875.72
עימות	26.83	3823	2,872.76
ידוע	26.39	4334	2,867.55
יכאל	26.56	4229	2,867.36
שאת	26.59	4193	2,867.35
מייל	27.17	3142	2,866.92
דוב	27.67	2637	2,866.22
מוסד	27.04	3261	2,864.66
ערפד	28.70	1373	2,863.99
ישיבה	26.81	3636	2,862.98
חוב	27.01	3333	2,862.37
האחה	27.24	3220	2,862.34
הה	26.69	3778	2,857.68
ידך	26.39	4149	2,857.21
קים	28.33	1539	2,854.64
היפרד	26.65	4028	2,854.26
הלן	28.37	1422	2,852.85
עצמי	26.57	3927	2,852.54
התא	27.63	2370	2,848.16
לעבוד	26.09	4398	2,842.00
צירוף	26.46	4012	2,841.48
הסריח	26.35	4028	2,839.23
הבר	26.82	3378	2,836.60
עיקרי	26.19	4082	2,833.65
רבקה	28.37	1226	2,833.29
כשאה	26.25	4292	2,832.13
הדיים	26.46	3862	2,831.25
הצא	26.26	4273	2,830.32
התקיים	26.21	4070	2,824.18
תתקשר	26.15	4118	2,823.59
תתחיל	25.95	4355	2,821.72
עדות	26.63	3252	2,818.12
יידע	26.01	4256	2,817.07
הנסיך	27.61	2018	2,816.42
לתמיד	26.14	4246	2,815.38
אחור	26.08	4004	2,812.52
השראה	26.21	3757	2,809.64
קניון	27.03	2834	2,808.89
קולנוע	26.72	2971	2,807.68
מף	26.07	4006	2,807.14
אספקה	26.51	3595	2,806.84
זהות	26.36	3718	2,805.63
מחק	26.35	3704	2,803.82
סיגריה	26.34	3319	2,801.25
סיימון	28.03	1143	2,797.99
תנסה	25.79	4320	2,797.47
לידי	25.80	4245	2,796.56
אפ	25.89	4153	2,795.85
שכבה	26.19	3832	2,795.15
ומ	25.68	4316	2,794.07
מרפאה	26.96	2693	2,788.45
תר	26.02	3611	2,786.69
תקיפה	26.29	3468	2,784.72
עיוור	26.14	3564	2,784.12
פציעה	26.28	3524	2,781.80
ביצוע	25.73	3991	2,781.34
עוקב	25.85	4037	2,781.16
