LEMMA	RANK	DISPERSION	FREQUENCY	RANGE
ממלכה	2887	10.96	20.85	4.64
תקרא	2888	10.96	20.04	7.68
אבק	2889	10.95	20.39	6.29
בלע	2890	10.95	20.15	7.08
סומך	2891	10.95	20.17	7.44
הסתכן	2892	10.93	20.08	7.86
ינא	2893	10.93	21.82	0.09
תהיי	2894	10.92	20.04	7.76
האות	2895	10.92	20.47	5.92
ותראה	2896	10.92	19.90	8.05
הכנסה	2897	10.91	20.17	6.46
בטן	2898	10.90	20.16	6.96
שיקרה	2899	10.90	19.91	7.91
היות	2900	10.89	19.95	7.16
סמי	2901	10.88	20.86	3.71
קולג	2902	10.87	20.38	5.48
קיום	2903	10.87	20.05	7.07
הועבר	2904	10.87	19.99	7.38
ממוצע	2905	10.87	19.99	6.77
השחורה	2906	10.86	20.30	5.84
צעקה	2907	10.85	20.20	6.22
הוצא	2908	10.85	19.85	7.62
סיוע	2909	10.84	20.16	6.22
גאווה	2910	10.83	19.98	6.73
תביא	2911	10.83	19.89	7.26
הש	2912	10.83	19.97	7.02
צ	2913	10.83	20.55	4.45
האין	2914	10.83	20.02	6.61
מדען	2915	10.83	20.36	5.60
חשיבות	2916	10.80	19.79	7.40
שתראה	2917	10.80	19.70	8.03
גבייר	2918	10.79	20.24	5.37
ברוק	2919	10.79	21.07	2.14
עוגיה	2920	10.79	20.22	6.01
אימה	2921	10.78	19.96	6.81
שרוץ	2922	10.78	19.68	7.86
באם	2923	10.77	19.84	7.01
הולי	2924	10.77	21.05	2.01
התיקים	2925	10.76	19.95	6.47
ליאו	2926	10.75	21.00	2.07
מדים	2927	10.75	19.95	6.27
סתכל	2928	10.75	19.78	7.00
ניקוי	2929	10.74	19.92	6.67
כלה	2930	10.74	20.18	5.30
אשלם	2931	10.73	19.71	7.23
כריך	2932	10.73	20.08	6.13
שתרצי	2933	10.73	19.71	7.69
הרכיב	2934	10.72	19.82	6.91
חיצוני	2935	10.72	19.79	7.03
הנחש	2936	10.71	19.93	6.47
הווארד	2937	10.70	20.79	2.49
נאה	2938	10.70	19.70	7.04
גוון	2939	10.69	20.19	4.83
תש	2940	10.68	19.58	7.49
עמוס	2941	10.67	19.63	7.34
חייה	2942	10.66	19.60	7.64
הק	2943	10.66	19.99	5.71
מתכוונה	2944	10.66	19.53	7.77
הכחיש	2945	10.66	19.59	7.04
צעצוע	2946	10.65	19.87	6.28
אחך	2947	10.65	19.52	7.62
במיל	2948	10.64	19.43	7.48
כספי	2949	10.64	19.57	6.85
השתגעה	2950	10.62	19.50	7.17
הגשר	2951	10.62	20.06	4.98
כישלון	2952	10.61	19.62	6.81
ניסית	2953	10.61	19.49	7.86
תקן	2954	10.60	19.56	6.95
שהבחור	2955	10.60	19.46	7.51
החום	2956	10.59	19.71	6.41
תומאס	2957	10.59	20.41	3.30
הבץ	2958	10.58	19.66	6.15
רכוש	2959	10.57	19.53	6.58
ך	2960	10.57	20.96	0.68
בטל	2961	10.57	19.55	6.75
מגורים	2962	10.57	19.56	6.82
בוחר	2963	10.56	19.50	6.99
רוי	2964	10.56	20.59	2.08
לש	2965	10.53	19.75	5.56
יסוד	2966	10.53	19.47	6.71
היטלר	2967	10.53	20.42	2.33
שיין	2968	10.53	20.62	1.89
כנופיה	2969	10.52	19.90	4.68
פלורידה	2970	10.52	19.86	4.75
גביע	2971	10.52	20.05	3.99
השליך	2972	10.52	19.41	6.93
פיחד	2973	10.51	19.37	7.29
החמיר	2974	10.50	19.42	7.31
ווקר	2975	10.50	20.42	2.40
פנייה	2976	10.49	19.43	6.51
הצחיק	2977	10.49	19.25	7.40
ענן	2978	10.49	19.54	5.98
קארן	2979	10.48	20.46	2.21
קנדי	2980	10.48	19.92	4.18
כנסת	2981	10.48	19.28	7.10
רווק	2982	10.48	19.57	6.04
נמכר	2983	10.47	19.38	6.44
ביג	2984	10.47	19.86	4.42
ובגלל	2985	10.46	19.15	7.52
בזכות	2986	10.45	19.26	7.15
שתן	2987	10.45	19.34	6.89
נכנע	2988	10.44	19.32	6.62
תקרית	2989	10.44	19.34	6.74
הטיפוס	2990	10.44	19.27	6.72
נגדי	2991	10.44	19.23	7.11
רנדי	2992	10.44	20.40	2.09
אשראי	2993	10.43	19.39	6.24
באלן	2994	10.43	20.12	3.34
אנדרו	2995	10.42	20.10	3.16
טובי	2996	10.41	20.38	1.93
עכבר	2997	10.41	19.60	5.16
איחור	2998	10.39	19.10	7.30
כנה	2999	10.38	19.14	7.15
נגדך	3000	10.38	19.08	7.24
גבריאל	3001	10.38	20.26	2.26
מורכב	3002	10.38	19.14	6.94
דמם	3003	10.37	19.21	6.82
רוצה	3004	10.36	19.49	5.46
לדבר	3005	10.36	18.97	7.78
בוצע	3006	10.36	19.13	6.93
אמ	3007	10.36	19.58	5.10
הופס	3008	10.35	18.96	7.09
כובד	3009	10.35	19.00	7.16
תשעה	3010	10.35	19.14	6.52
רגשי	3011	10.34	19.13	6.93
הדף	3012	10.34	19.16	6.71
החשוב	3013	10.32	18.94	7.46
הינוק	3014	10.32	19.22	6.27
פייג	3015	10.31	20.22	1.74
נציג	3016	10.30	19.17	5.90
שלף	3017	10.30	19.00	6.97
טונאי	3018	10.30	19.83	3.24
פדרלי	3019	10.28	19.26	5.57
בסיסי	3020	10.28	18.90	7.06
כינה	3021	10.26	18.86	6.98
גשר	3022	10.26	19.24	5.46
הריקוד	3023	10.25	19.22	5.43
נפט	3024	10.24	19.60	3.50
הובא	3025	10.22	18.89	6.85
ריגש	3026	10.21	18.76	7.18
רות	3027	10.20	19.59	3.41
ספרדית	3028	10.20	19.30	4.92
שבאה	3029	10.20	18.71	7.62
חיבוק	3030	10.19	18.96	6.48
קודש	3031	10.18	19.10	5.52
גרסה	3032	10.18	18.97	6.24
אליבי	3033	10.18	19.30	4.68
העונה	3034	10.18	19.11	5.55
הזכר	3035	10.17	18.88	6.50
הפר	3036	10.17	18.79	6.79
ברק	3037	10.16	19.39	4.12
דשא	3038	10.16	18.96	5.83
סוגל	3039	10.16	18.78	7.00
יאנג	3040	10.15	19.76	2.41
לנוע	3041	10.15	18.94	6.19
מיהר	3042	10.15	18.64	7.28
המכנסי	3043	10.15	18.88	6.41
ניחש	3044	10.15	18.73	7.09
מסורת	3045	10.13	18.92	5.95
הוליווד	3046	10.13	19.17	4.31
רשאי	3047	10.11	18.73	6.53
דגימה	3048	10.11	19.09	5.32
שכול	3049	10.11	18.59	7.26
מודעה	3050	10.09	18.83	5.79
קופץ	3051	10.08	18.56	6.87
מועד	3052	10.07	18.60	6.66
גזין	3053	10.06	18.94	5.18
טמבל	3054	10.05	18.72	5.96
תסתובב	3055	10.05	18.61	6.44
רון	3056	10.04	19.53	2.33
מוסרי	3057	10.04	18.59	6.24
צעוק	3058	10.01	18.45	6.95
תאמר	3059	10.01	18.67	5.94
לבדי	3060	10.00	18.46	6.97
זוהר	3061	9.99	18.60	6.07
טענה	3062	9.98	18.45	6.54
פרנסיס	3063	9.98	19.37	2.65
התעניין	3064	9.97	18.36	6.95
שמוק	3065	9.97	18.63	5.57
העניש	3066	9.97	18.52	6.53
מיקי	3067	9.96	19.42	2.16
לכד	3068	9.95	18.56	6.44
רן	3069	9.95	19.31	2.59
חינוך	3070	9.94	18.54	5.57
פוליטיקה	3071	9.94	18.55	5.51
ספרייה	3072	9.93	18.77	4.83
תיאור	3073	9.91	18.39	6.54
מלקולם	3074	9.91	19.45	1.79
לבנים	3075	9.91	18.37	6.18
ממתק	3076	9.91	18.77	4.85
שמה	3077	9.90	18.22	7.24
קארי	3078	9.90	19.22	2.63
מאסטר	3079	9.88	19.27	2.39
שגוי	3080	9.88	18.29	6.81
הכוס	3081	9.85	18.31	6.16
תפסתי	3082	9.85	18.21	6.65
ריפא	3083	9.85	18.51	5.76
היין	3084	9.85	18.46	5.60
סול	3085	9.84	18.93	3.28
הלוויה	3086	9.84	18.51	5.22
לידה	3087	9.84	18.24	6.62
אשאיר	3088	9.84	18.09	7.43
קש	3089	9.83	18.06	7.25
שף	3090	9.83	18.72	4.37
ליבי	3091	9.83	18.48	5.33
ארצי	3092	9.82	18.41	5.33
חייזר	3093	9.82	18.91	3.75
זקנה	3094	9.81	18.22	6.45
צרכים	3095	9.80	18.20	6.64
הוודא	3096	9.80	18.05	7.22
הגעיל	3097	9.80	18.09	6.88
חיוך	3098	9.80	18.08	6.60
הפרה	3099	9.79	18.22	6.08
מצדך	3100	9.79	18.11	6.95
חמד	3101	9.79	18.03	7.17
עשרות	3102	9.79	18.12	6.77
רווחה	3103	9.79	18.16	6.29
איגוד	3104	9.78	18.57	4.16
חיין	3105	9.77	18.04	7.01
תור	3106	9.77	18.32	5.76
יגל	3107	9.76	18.12	7.02
גדר	3108	9.76	18.31	5.47
אכזב	3109	9.76	18.02	7.00
הוכנה	3110	9.75	18.03	7.11
משאב	3111	9.74	18.19	6.12
קוק	3112	9.74	18.53	4.07
השווה	3113	9.73	18.04	6.51
ואמר	3114	9.73	17.89	7.07
מפלצה	3115	9.73	18.32	5.70
מסקנה	3116	9.72	17.95	6.75
פרנקי	3117	9.71	18.98	1.88
חטא	3118	9.71	18.22	5.36
מכוסה	3119	9.70	17.93	6.94
אופי	3120	9.70	17.94	6.39
ריילי	3121	9.69	19.00	1.84
קאט	3122	9.69	18.76	2.78
הקדים	3123	9.69	17.86	7.01
הבנ	3124	9.68	17.97	6.33
קונור	3125	9.68	19.07	1.49
עיצוב	3126	9.68	18.09	5.87
תקציב	3127	9.68	18.17	5.31
קלאוס	3128	9.67	18.79	2.59
נסי	3129	9.67	17.96	6.77
אולפן	3130	9.67	18.32	4.14
בארט	3131	9.67	19.03	1.80
הקדוש	3132	9.67	18.50	3.94
משמעותי	3133	9.67	17.85	6.83
אלנה	3134	9.67	19.12	1.13
לחימה	3135	9.66	18.18	5.35
שפגיש	3136	9.66	17.76	7.08
שתיקה	3137	9.65	17.91	6.36
כלכלי	3138	9.63	17.94	5.62
אמין	3139	9.62	17.82	6.48
בהיריון	3140	9.62	18.40	4.24
פג	3141	9.62	18.54	3.26
הברכי	3142	9.62	17.94	5.98
לזמן	3143	9.61	17.74	7.09
נכתב	3144	9.61	17.76	6.43
שפל	3145	9.61	17.82	6.27
דוכן	3146	9.60	18.06	5.14
טייל	3147	9.60	17.87	5.99
הבולבל	3148	9.59	17.71	6.99
הבריח	3149	9.59	17.85	6.42
אלבום	3150	9.59	18.29	4.07
סימון	3151	9.59	18.31	3.82
מקדש	3152	9.59	18.43	3.61
הורגים	3153	9.58	17.80	6.51
בינך	3154	9.58	17.69	7.14
נסוג	3155	9.58	17.88	5.96
תנצל	3156	9.57	17.71	6.74
טהור	3157	9.57	17.75	6.43
מוגן	3158	9.57	17.87	6.36
נרגש	3159	9.56	17.69	6.61
הקנא	3160	9.56	17.80	6.28
האשראי	3161	9.56	17.92	5.66
חשאי	3162	9.55	17.86	5.64
דרמה	3163	9.54	17.92	5.33
אישום	3164	9.54	17.96	5.13
בד	3165	9.54	17.84	5.61
צלם	3166	9.54	17.82	5.50
סובב	3167	9.54	17.67	6.48
מזכירה	3168	9.54	18.04	4.52
תקדם	3169	9.53	17.60	7.00
טדי	3170	9.53	18.63	2.06
טרמפ	3171	9.53	17.68	6.52
היל	3172	9.52	18.23	3.68
אדוארד	3173	9.52	18.40	2.89
שתהי	3174	9.51	17.60	6.99
נקבע	3175	9.51	17.55	6.79
הישג	3176	9.51	17.57	6.66
תיאטרון	3177	9.51	18.07	4.14
שדיבר	3178	9.51	17.50	7.17
דגם	3179	9.51	17.82	5.58
סרב	3180	9.51	17.57	6.77
בהקדם	3181	9.50	17.60	6.80
רבותי	3182	9.50	17.96	4.48
כנות	3183	9.50	17.49	6.81
הוכר	3184	9.50	17.52	6.76
התפתח	3185	9.49	17.65	6.27
טר	3186	9.49	17.84	5.53
לוקאס	3187	9.49	18.60	1.93
נקווה	3188	9.49	17.58	6.91
איבר	3189	9.48	17.82	5.61
אשת	3190	9.48	17.63	6.41
מפרץ	3191	9.48	17.91	4.85
עודף	3192	9.48	17.63	6.14
מלכותי	3193	9.48	18.00	4.38
נשים	3194	9.46	17.62	6.30
התרגל	3195	9.46	17.48	7.00
אימך	3196	9.45	17.82	5.08
ראי	3197	9.45	17.57	6.35
חל	3198	9.43	17.51	6.48
הך	3199	9.43	17.40	6.87
נשכח	3200	9.43	17.41	6.86
עירום	3201	9.43	17.71	5.64
ער	3202	9.43	17.49	6.68
סאן	3203	9.42	18.27	2.71
נוזל	3204	9.42	17.71	5.67
טרייסי	3205	9.41	18.43	1.93
אמשיך	3206	9.41	17.38	7.01
חורג	3207	9.41	17.80	4.86
ליין	3208	9.41	18.09	3.40
עז	3209	9.41	17.68	5.28
הרם	3210	9.40	17.49	5.97
קידום	3211	9.40	17.60	5.50
אחזיר	3212	9.40	17.41	6.80
תהן	3213	9.38	17.40	6.78
סקרן	3214	9.38	17.36	6.69
גייס	3215	9.37	17.43	6.13
שפט	3216	9.37	17.34	6.71
רובוט	3217	9.37	18.04	3.61
באשמה	3218	9.36	17.39	6.65
הייל	3219	9.36	17.96	3.73
השין	3220	9.36	17.43	6.14
אליפות	3221	9.36	17.93	3.40
שרשרת	3222	9.36	17.47	5.95
הריץ	3223	9.36	17.44	6.10
השמועה	3224	9.35	17.37	6.44
סודה	3225	9.34	17.39	6.45
האן	3226	9.34	18.16	2.70
מרקוס	3227	9.34	18.18	2.35
לעד	3228	9.34	17.41	6.03
נורמלי	3229	9.34	17.43	6.12
דב	3230	9.33	18.03	3.09
הרוג	3231	9.33	17.39	6.22
כוסי	3232	9.32	17.34	5.97
פרטייה	3233	9.32	17.26	6.68
פא	3234	9.32	17.73	4.27
טפס	3235	9.31	17.32	6.16
המחורבן	3236	9.31	17.36	5.68
שיח	3237	9.31	17.40	5.80
משעמם	3238	9.30	17.27	6.40
שוכנע	3239	9.29	17.20	6.60
זוכרה	3240	9.28	17.26	6.68
הממזר	3241	9.28	17.32	6.03
לפתע	3242	9.28	17.18	6.44
המליץ	3243	9.28	17.16	6.66
בצל	3244	9.27	17.53	5.17
ריימונד	3245	9.27	18.12	2.14
טקסט	3246	9.27	17.50	4.95
ריד	3247	9.27	18.05	2.46
התפרץ	3248	9.27	17.24	6.37
נדפק	3249	9.26	17.21	6.15
ריס	3250	9.26	18.13	2.05
נודע	3251	9.25	17.11	6.45
משטרתי	3252	9.25	17.31	5.71
הכיף	3253	9.25	17.20	6.53
שלטון	3254	9.24	17.38	5.07
הפספס	3255	9.22	17.13	6.62
תירה	3256	9.21	17.34	5.15
הולם	3257	9.21	17.17	6.15
סלע	3258	9.21	17.35	5.16
סולם	3259	9.21	17.25	5.53
החפץ	3260	9.20	17.22	5.90
ולהיות	3261	9.20	16.96	6.78
ברך	3262	9.20	17.18	5.66
שעזב	3263	9.20	17.01	6.88
קרוליין	3264	9.20	18.00	2.00
ת	3265	9.20	17.07	6.25
אזיקים	3266	9.19	17.26	5.53
אלים	3267	9.19	17.11	6.20
דילן	3268	9.19	18.00	1.76
להתראה	3269	9.18	17.06	6.12
נוכחות	3270	9.18	17.02	6.48
הפלה	3271	9.18	17.24	5.29
בלעד	3272	9.18	16.98	6.78
תבואי	3273	9.16	17.01	6.38
בקולג	3274	9.15	17.14	5.59
איתר	3275	9.15	17.06	6.40
עייפה	3276	9.15	17.05	6.14
ניכנס	3277	9.15	16.93	6.49
מעיל	3278	9.14	17.14	5.55
הסתתר	3279	9.14	17.04	6.49
ליאם	3280	9.14	18.01	1.41
ותגיד	3281	9.14	16.87	6.76
שיעשה	3282	9.14	16.86	6.93
בייסבול	3283	9.14	17.29	4.63
חשמלי	3284	9.13	17.12	5.66
הונח	3285	9.12	16.87	6.54
הומר	3286	9.11	18.00	1.48
כישורים	3287	9.11	16.98	6.33
תופעה	3288	9.11	17.11	5.39
אנסה	3289	9.11	16.87	6.74
מח	3290	9.11	17.02	5.80
חולק	3291	9.11	16.87	6.77
קלואי	3292	9.10	17.90	1.78
מבחינתי	3293	9.10	16.89	6.47
בעלות	3294	9.09	16.91	6.02
אנוכי	3295	9.09	16.96	6.08
דייויד	3296	9.08	17.70	2.12
אוסקר	3297	9.08	17.66	2.38
אורך	3298	9.08	16.84	6.21
ציב	3299	9.07	16.83	6.46
מוצלח	3300	9.06	16.79	6.50
ולט	3301	9.06	17.66	2.29
איתכם	3302	9.05	16.76	6.61
נשחק	3303	9.04	16.88	5.96
בך	3304	9.03	16.82	6.01
חרק	3305	9.03	17.21	4.39
שהגעה	3306	9.02	16.69	6.73
תעצור	3307	9.02	16.91	5.35
השתבש	3308	9.01	16.79	6.30
המשוגע	3309	9.01	16.81	6.02
דווח	3310	9.00	16.82	6.04
ערבי	3311	9.00	17.06	4.27
דיוק	3312	8.99	17.02	4.54
הי	3313	8.98	16.77	5.75
צרפתית	3314	8.97	16.93	4.85
הדוד	3315	8.97	16.91	5.01
מצוקה	3316	8.96	16.83	5.62
נרשם	3317	8.96	16.66	6.27
השב	3318	8.96	16.66	6.44
נאצי	3319	8.96	17.26	2.89
שמפן	3320	8.96	16.80	5.27
חטיף	3321	8.96	16.83	5.80
אתכן	3322	8.96	16.89	5.22
נחך	3323	8.96	16.63	6.58
גבת	3324	8.95	16.80	5.39
קונג	3325	8.95	17.30	2.97
נרדם	3326	8.95	16.67	6.32
נהרס	3327	8.95	16.63	6.46
התנצלות	3328	8.95	16.68	6.24
מתכוון	3329	8.94	16.61	6.46
האידיוט	3330	8.94	16.61	6.30
ראיה	3331	8.94	16.67	6.08
אזרחי	3332	8.94	16.74	5.50
נשיג	3333	8.93	16.59	6.37
תשאר	3334	8.93	16.80	5.30
פטר	3335	8.93	16.74	5.34
הסוכנה	3336	8.92	17.24	3.41
דוחה	3337	8.92	16.64	6.21
בסוד	3338	8.92	16.60	6.36
סידור	3339	8.92	16.61	6.14
רשע	3340	8.91	16.82	5.10
אישיות	3341	8.91	16.58	5.98
הבה	3342	8.91	16.79	5.00
לבחורה	3343	8.91	16.57	6.40
נפילה	3344	8.90	16.61	5.90
גיבוי	3345	8.90	16.67	5.91
חילץ	3346	8.90	16.69	5.87
מרגל	3347	8.89	16.90	4.36
התקלח	3348	8.89	16.62	6.05
רוני	3349	8.89	17.33	2.09
פח	3350	8.89	16.61	5.95
שכחתי	3351	8.89	16.41	6.68
מעתה	3352	8.89	16.55	6.21
גרעיני	3353	8.89	17.00	3.90
בקצה	3354	8.87	16.45	6.27
נאשם	3355	8.87	17.04	3.14
תפסן	3356	8.86	16.55	5.90
אלברט	3357	8.85	17.24	2.10
תכנס	3358	8.85	16.60	5.44
נוציא	3359	8.84	16.46	6.43
ליז	3360	8.84	17.31	2.03
מרד	3361	8.84	16.71	4.83
מרטי	3362	8.83	17.31	1.61
ליצן	3363	8.83	16.73	4.48
בעדינות	3364	8.83	16.51	5.81
מחסה	3365	8.82	16.65	5.34
אימץ	3366	8.82	16.54	5.53
ודבר	3367	8.82	16.25	6.56
כשה	3368	8.81	16.31	6.56
שתייה	3369	8.81	16.45	5.97
הוקף	3370	8.81	16.36	6.49
הקלה	3371	8.80	16.35	6.48
השאר	3372	8.80	16.35	6.54
חוברת	3373	8.80	16.55	5.51
קדים	3374	8.80	16.33	6.18
רשומה	3375	8.80	16.52	5.49
הציפור	3376	8.79	16.72	4.53
בוני	3377	8.79	17.18	2.11
ששן	3378	8.79	16.31	6.69
הכאיב	3379	8.78	16.38	5.98
תשב	3380	8.78	16.36	6.00
התרשם	3381	8.78	16.28	6.49
מזכיר	3382	8.78	16.61	4.47
שאהב	3383	8.78	16.29	6.41
גרנט	3384	8.77	17.15	1.94
הסקס	3385	8.77	16.56	5.33
הדביק	3386	8.77	16.39	5.99
התוודה	3387	8.77	16.48	5.55
אכין	3388	8.76	16.30	6.41
הגביר	3389	8.76	16.32	6.07
שבורה	3390	8.75	16.33	6.12
השחק	3391	8.75	16.26	6.19
הרעש	3392	8.74	16.31	5.99
הלוא	3393	8.74	16.21	6.62
דאוג	3394	8.74	16.18	6.60
גילוי	3395	8.73	16.30	5.89
לינד	3396	8.73	17.03	2.18
החרב	3397	8.73	16.84	3.39
נטפל	3398	8.73	16.24	6.33
תחשוב	3399	8.72	16.20	6.18
חריג	3400	8.72	16.31	5.90
יריב	3401	8.71	16.39	5.39
צלצול	3402	8.71	16.52	4.51
כפפה	3403	8.71	16.48	4.87
תעשייה	3404	8.71	16.42	4.63
התפטר	3405	8.70	16.31	5.30
ועשה	3406	8.69	16.06	6.56
אופרה	3407	8.68	16.55	4.01
יפיפה	3408	8.68	16.18	5.97
ניהול	3409	8.68	16.21	5.72
מיכל	3410	8.68	16.42	4.81
שרלוט	3411	8.67	17.02	1.64
שיכר	3412	8.67	16.22	5.63
פתק	3413	8.66	16.28	5.38
פרקליט	3414	8.66	16.57	3.53
עיקר	3415	8.66	16.10	6.10
רובע	3416	8.66	16.30	4.87
התנהל	3417	8.66	16.09	6.14
ניסי	3418	8.65	16.07	6.60
חגורה	3419	8.65	16.25	5.33
נישק	3420	8.65	16.37	4.88
הליך	3421	8.64	16.19	5.62
היילי	3422	8.64	17.01	1.76
מייגן	3423	8.64	16.96	1.71
שולט	3424	8.64	16.15	5.95
יפהפה	3425	8.62	16.08	5.92
התג	3426	8.62	16.25	5.30
ואיפה	3427	8.62	15.97	6.54
כונן	3428	8.62	16.10	5.99
קולין	3429	8.61	16.90	1.67
שכתב	3430	8.61	16.01	6.18
הורד	3431	8.61	16.17	5.79
התקשה	3432	8.61	16.04	6.33
אוהל	3433	8.61	16.42	4.13
כריש	3434	8.59	16.58	3.06
שיפר	3435	8.59	15.98	6.29
אקראי	3436	8.59	16.15	5.63
וורן	3437	8.58	16.74	2.14
נשך	3438	8.58	16.18	5.26
פרנסיסקו	3439	8.58	16.47	3.34
מצידך	3440	8.58	15.98	6.07
מג	3441	8.57	16.67	2.66
טיל	3442	8.57	16.35	3.94
ברוקלין	3443	8.56	16.35	3.87
התפרק	3444	8.56	15.93	6.08
סנט	3445	8.55	16.21	4.50
תאמין	3446	8.54	15.88	6.50
לקס	3447	8.54	16.90	1.04
בלעדיך	3448	8.54	15.88	6.30
יועד	3449	8.54	15.92	6.01
קריסטל	3450	8.54	16.52	2.90
בגין	3451	8.53	16.03	5.38
השעמם	3452	8.53	15.92	6.06
בולשיט	3453	8.53	16.07	4.51
המזוודה	3454	8.53	16.16	4.36
נערך	3455	8.53	15.89	6.00
עושות	3456	8.53	15.97	5.81
החמיץ	3457	8.53	15.87	6.05
הטיפש	3458	8.53	15.93	5.90
השלך	3459	8.52	15.97	5.54
הישרדה	3460	8.52	16.38	3.53
מבטיח	3461	8.52	15.85	6.15
השתמשה	3462	8.51	15.87	6.36
התחתון	3463	8.51	15.99	5.27
זיון	3464	8.51	16.00	4.85
סמית	3465	8.50	16.38	3.23
העשן	3466	8.50	15.91	5.40
פיסה	3467	8.50	15.87	5.77
דל	3468	8.50	16.12	4.32
תחמושת	3469	8.49	16.14	4.45
אודרי	3470	8.49	16.75	1.31
החודש	3471	8.49	15.83	5.87
ריקי	3472	8.47	16.59	1.72
סוהר	3473	8.47	16.12	4.06
שאחזור	3474	8.47	15.76	6.40
מייסון	3475	8.46	16.61	1.75
מתקדם	3476	8.46	15.77	6.14
בוטל	3477	8.45	15.80	5.78
שתעשי	3478	8.45	15.76	6.36
איפשהו	3479	8.44	15.72	6.33
יל	3480	8.44	16.31	2.69
שיני	3481	8.44	15.88	5.29
גווע	3482	8.44	15.80	5.90
התחרט	3483	8.43	15.73	6.17
ספג	3484	8.43	15.73	6.05
כריסטין	3485	8.42	16.58	1.48
הפסק	3486	8.42	15.90	4.91
פיגר	3487	8.42	15.77	5.27
סרק	3488	8.41	15.80	5.76
תפחד	3489	8.41	15.76	5.60
זמנך	3490	8.41	15.64	6.27
אשכח	3491	8.41	15.64	6.12
פסנתר	3492	8.41	16.05	3.76
שפרד	3493	8.39	16.45	1.77
אלכסנדר	3494	8.39	16.22	2.99
חריף	3495	8.39	15.72	5.49
פעמון	3496	8.39	15.99	4.21
שהבא	3497	8.39	15.59	6.51
אוף	3498	8.38	15.78	5.18
מסגרת	3499	8.38	15.67	5.58
עסוקה	3500	8.38	15.65	6.03
מיליארד	3501	8.38	15.93	3.96
התרסק	3502	8.37	15.79	5.00
בורח	3503	8.36	15.64	5.96
ניצול	3504	8.36	15.79	4.97
סיר	3505	8.36	15.82	4.77
חצה	3506	8.36	15.60	5.81
שווי	3507	8.36	15.63	5.67
לורן	3508	8.35	16.30	2.23
השמח	3509	8.35	15.58	5.96
מודרני	3510	8.34	15.63	5.41
משפ	3511	8.34	15.66	5.65
צהרי	3512	8.34	15.55	5.90
התאמה	3513	8.34	15.68	5.49
מלכת	3514	8.34	16.26	2.17
גול	3515	8.33	15.79	4.41
תשיג	3516	8.33	15.52	5.95
מבטא	3517	8.33	15.72	5.00
עצמאי	3518	8.32	15.55	5.71
ישראל	3519	8.32	16.18	2.16
סילק	3520	8.32	15.56	5.47
מנהטן	3521	8.32	15.77	4.51
ממשלתי	3522	8.32	15.63	5.16
כמוך	3523	8.31	15.43	6.31
פלסטיק	3524	8.31	15.70	4.96
כתם	3525	8.30	15.59	5.49
טרגדיה	3526	8.29	15.52	5.61
תעל	3527	8.29	15.51	5.63
ניסע	3528	8.28	15.50	5.48
סעיף	3529	8.28	15.65	4.56
עידן	3530	8.28	15.62	4.98
מחבר	3531	8.27	15.45	5.89
המתוק	3532	8.27	15.52	5.58
עירייה	3533	8.27	15.73	4.22
כפתור	3534	8.26	15.56	5.17
דרמטי	3535	8.26	15.56	4.92
מכסה	3536	8.26	15.44	5.91
נתפוס	3537	8.26	15.47	5.69
יחסית	3538	8.26	15.43	5.99
הגון	3539	8.26	15.39	5.78
אזל	3540	8.25	15.49	5.81
פעמים	3541	8.25	15.31	6.36
כיסא	3542	8.25	15.48	5.50
חמק	3543	8.25	15.42	5.89
בהיר	3544	8.24	15.40	5.60
טקסס	3545	8.24	15.82	3.37
מצאה	3546	8.24	15.45	6.12
תדאגו	3547	8.24	15.40	5.87
פסל	3548	8.23	15.48	5.09
הדייט	3549	8.23	15.70	4.58
בעיטה	3550	8.23	15.54	4.71
אתגעגע	3551	8.22	15.46	5.41
עדכן	3552	8.22	15.41	5.95
הזיז	3553	8.22	15.34	5.84
מוגבל	3554	8.22	15.35	5.88
ליב	3555	8.22	15.75	3.62
קנאה	3556	8.22	15.46	5.31
מאד	3557	8.22	15.72	3.73
מנוול	3558	8.22	15.51	4.80
מבולבל	3559	8.21	15.29	6.00
בס	3560	8.21	15.55	4.59
פיזי	3561	8.21	15.36	5.69
ארבעים	3562	8.20	15.43	5.02
אחשוב	3563	8.20	15.26	6.15
חויב	3564	8.19	15.29	5.92
באשר	3565	8.18	15.32	5.46
רבע	3566	8.18	15.28	5.58
סבב	3567	8.17	15.36	5.36
תשוקה	3568	8.17	15.33	5.32
תקלה	3569	8.17	15.41	5.13
מדעי	3570	8.17	15.45	4.86
ניתח	3571	8.17	15.41	5.16
גאי	3572	8.16	15.37	4.85
בבטן	3573	8.16	15.32	5.64
דוקטר	3574	8.16	15.45	4.75
מלוא	3575	8.15	15.19	5.88
תתעורר	3576	8.15	15.35	5.00
לינקולן	3577	8.14	15.72	3.18
הדאיג	3578	8.13	15.16	6.00
מעריץ	3579	8.12	15.25	5.34
הכפתור	3580	8.12	15.31	4.90
לבחור	3581	8.12	15.12	6.14
בעבור	3582	8.11	15.36	4.77
דיאן	3583	8.11	15.84	2.20
שריר	3584	8.11	15.30	5.11
קמרון	3585	8.11	15.86	2.01
פורנו	3586	8.10	15.49	3.97
יה	3587	8.10	15.62	2.94
מוגזם	3588	8.10	15.11	5.90
יפני	3589	8.09	15.52	3.58
בדך	3590	8.09	15.13	5.96
